name,equipable_weapon,icon,wiki_url,attack_stab,attack_slash,attack_crush,attack_magic,attack_ranged,defence_stab,defence_slash,defence_crush,defence_magic,defence_ranged,melee_strength,ranged_strength,magic_damage,prayer,slot,attack_speed,weapon_type
Corrupted halberd (attuned),True,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAABcklEQVR4Xu2W70vCQBzG9/0jeltSb4K0IqOJKKmZMlzhmI60lvZDIgszBJHeRlT0PoL+2Kfuxk4dBHt1d4EfGLdfsA/PPcfNMP4PhOgdhRBK6SqmUmycPZRASK+bXMCvXsEttGFljlHetVRJEep5D8tLK0KMCbGjsleTLUVoV7r8o2xslk75eS1bR9W0kU3m+fV2IiFLitCxeqIztmnC2T/h52zqWHJHOVdmSoRru4/k6paQ8g+KyKdSXJR1KhSSlBLh1nmEVzrjybSKBZ5Sww6mSoEQI+hPq9wRK+vz9V4kpkCIEXSJdWZzbYcLPI/PhRSTkSzEIDx4E9hZRyz/Yc9Rkc4shDt39JtUE5mNHJcJ+xR9UyLz20fYJ4UpGUbYmUCC8DK5UJ1SlGmfok8UQmjVCzpJEb7eB+r7NI+mfRrdSN1w47DoUxwIb0+XOqXE0LRPvlvUSYrw/TFc9CkGhHG/oZ9U1zvUT0rRL+/faCUTlx8CpfV5OxM0aAAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Corrupted_halberd_(attuned),114,114,12,0,0,0,0,0,0,0,88,0,0,2,2h,4,polearm
Saradomin d'hide boots,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAADKElEQVR4Xu2WQWsTQRTHO98gp1xyWchhIRAICyEsYaElhBAaRKlQSlEMEgzSCgGjgSLEQsBCkSK0oFLoSTx58Ev4KcSDePDgZ3jO/01mM7M7STY1CkIfPAhh35vf/83Me7Ox8X+bINv/udkA4ZMTqj48ovLeIfm3uhmg1ipAULncj70xvqTo2RsKDyYUdEdUKGxSwWvNWWiRANf3mUxQJRiwd84+U2vygbZevKfo6RkVS40YyPM6iUWUEBYgv609Pqbg/pCBbBErgwkKqiP2or9LxeIOL46EJhCDex47w1QOWUTr1UfaHJ2rKj0aW0DIkxay1BRQWD+xgErlngKSiU2gOCYYchyq2nh5FVeUgaYxGmYmJJOpLVsVqFo7kj7mGLOipTs9J5C95lITFhAA/VKXPD9SyeUWJIFUVSfk+/scg/OE702gtJDMZgPhfMRAxRp7OrGgenS6GCglJLPNgKCcgeRCGihfqDgSC4o6z7lKiLOApiLcQpaa4GrU2wP26laPyuEe+ZU2LwCYxUBKCIC4KlMQM+baQGHzgIKoGwPlcv5CIDOuVL1LuXwQw7hjMpng7YFrICTP50MGYs/7juQzoFqjH8esDQhlR+JK/R4fxqxAiEUctmt5zFJTrX378ie1336n5vlX1VMkEMofJ8+5ks8qq4GsuNWBBNXCY25uPDpk58UMqw9OeQTwoNze58Tu5FLI1S9qv/tBrYtvtDn5QrXhJyo/eE1esz8nZqEphQrqSB1med3RoXVvQbWKWzuO5G4xmGc8YKdCrgUEx1UHEDo0ri/OBpdeOoAKodlxZ2cHQKYY/A8hautWAprB4DBrIHh8DjRQczdOnASyxMjLYB5qVGllIB4VUyC9RUiKhqiB0okFX/WkGMSal8B9EeaaDWS9gfB7OjL0jVkGZIpxQdlrO01wE0wClYLb6lHlGKomEGLnCUrC2LFzLQ2ETqvnF1wpcyVMAGkx6NSyO18DBia4mcGRFAcSCfHA0jA6WTqhHctPDzn7UN0/HqrzfHEyBYSzo18GgOHXpXOLVzCzCklPfmtbWkQ2MX/RkgKyi7mxG1uP/QbTOpUaP9uvJgAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Saradomin_d'hide_boots,0,0,0,-10,7,4,4,4,4,4,0,0,0,1,feet,,
Mystic gloves (dusk),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAABq0lEQVR4Xu2WTUsCQRjHnc/hZW+BECyBJy9eokMSQhFUCFkU0otUUliCFEUkEVaIEOKht0OJB5EOvR0iokOXgi5F3+Ufz8S4u5NENK7TYX8wLOLg/PzvPs+zPp+Hh4fHb2CwluvYD7Mfan0OBAy+DMPvthRDXzYNv9/g1+7kFELxGD80FDIRDHbyZZodDSn6zjTo2nIYkrVzTJ6UMXqwj8HcOiKZJfQszCKcGOdCQoqEZCn511oAQ+bxFjPVU0wclTBS2OFS0bUMetMphMNBh5T9FlJCLqTEkHt7xvxFFdOVY4yVi4gVdzGU38LA5iq/hc0kXJIRMKw83GCuXkHi7JAnFS8VFCWUq5Fh8brOpZqJyLt/xqpIRTFVEQFzPPxKBaAmQrBvFWn/k/LuNvAlJKS0y8h9SwjJO9sEa/Qt0bO0ptO/keVjRy4OeWcbYLx3UTOlsUMjpysa+XtlqcGQuqzxLk+zkFKiOagxIYbl+yveUEVKYtxokCEYsk93vMuLlGg4axXKv784Uhre29YpRDAUP165FKUkBrNGIcJ6RdH4QDsREv9CxsNtPgHhLV8piBfSAwAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Mystic_gloves_(dusk),0,0,0,3,0,0,0,0,3,0,0,0,0,0,hands,,
Fremennik grey shirt,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACW0lEQVR4Xu2WbUsqURSFPf+kP3ChLxIhgRESksgdksREqStewXuFKCyxF6J++G7WkTXu2Y7zYhZ9cMPmzBznrPPM2tujpdIudvFt4aRYflksNhiNLqTfb0qrVZNGoxqNtZNDqVT2pVz+5UdktVr+CrCFYLtd9+O/cVv+XAf+HiPgcA2oer3iwTDyOvh97K+3BBYH4P1weB5LQiHhGJIg3e6Zv6aDn4ByMp1erwBNJpceAqXTiTk6pkuKeUKxhPt7e5tAJQPd3PRWYAikofA8IOgo7uHStwFpl5BwBS7d3fa9BiDh2NaBsIEFwTNIWzqsmc+H/iUwB8c+DYSesUAEsKmdIhB1MK/LZnfLCCdPT6OYQ7A/C8i6lAZU0CXnrdb1JxAhmXBQJ6HWAfFMKgw0exhEDQwg1p9lXJcE5TdLA6HRN2zs5cb6HEkDAjxSu6SB6PSGjb3sFVpPIThnIWziMwCxzFzDXizY2MvTWJ+4rD1LmZZ0iUCcs0A5XXIxV/hLzmMf9lsAJBxlco5A+lyKO5TpkpPB4FSurmrS6x5Lp4O/F0cSBIch2IEX0BtqiKQkUJampVAR/t/5e5YowDfKAoGDGFFaAqVpomwppQv7539TxuNGTAQCy5ovXLIQNnGO8SWSNDWQpVARbnZ3HroQxETiQIvn8mT0AkYTUDmBEE7up61IJBmoVKLVWYl1s1k70gRUAYcQTh7nHS8CILxNElD+cPLy3PWagIJDAEJT59R08vra8wLbAnp/63soAqGxCwAhkvsh5+KEWNUrrGl7IffCNWG1tqG5ix8VH7pXIK+7m25TAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Fremennik_grey_shirt,0,0,0,0,0,0,2,2,0,0,0,0,0,0,body,,
Iron arrow,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAAvklEQVR4Xu2WsQrCMBRF8/6gU+eAP+DiUByDgxRKwUIpxcXFuZsOfvuVJAY1hQwOeQHfgUsgvOFw84Yo9T8QfIqAcB5HHI0pQYpwmWecug77pnFCW605pQi3ZcE0DC5FCF1Nhb5tXZiFvMxuo16742XYhT5F2GVCO4wigXU78URGpJ0U0k4KaSeFtJNC2klBeOj6SyieyMhbxp429i6eysRa5lCx7hDhrv0zxTJMQpbQRhG/QU8QKEJGEIQfeAKOorSMfVeJ7gAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Iron_arrow#Unpoisoned,0,0,0,0,0,0,0,0,0,0,0,10,0,0,ammo,,
Green elegant skirt,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACyUlEQVR4Xu2V30taYRjHe/+DrrrxRvCiq4EEERJBI3YRiCTCwklhjUgKpXAO+rFw/XCtJkZr1RRZq1YktprNXFtRI+YYg/1L3/U8p3M82pGtOOdsjD3wvVA5vh8/z/O81tT8r3+/BKrH9BJYeb2CxGoCsUQM4zOPEB4NIxAKwNfr+xNQAhtvN5DaSmEpvYS553OYeDKByHiEoehzu9VqJpTA7oddbO6/0YSyWC1mWhI4PDtE7jiHnfc7WMusYXXjJbdvOj6NsakxeP1eMy2VgGRL6e20Yin6NIrQwxDsDXYzLAmcfTsrAyJL69l1xRIN+Uh0xCxLElDhcwEHJwfY+7iHTD6DrXdbbGn51TLmXzzD5PwkD3fL7RYjLQkUfxSrAtEsJTeTWEguYHZhlq8Bl8dlpCWB8+/nOP16egVoO7fNbaONI0vx5ThvnHwnGQAkwZCd4y/HODo/Qv40j/1P+8gWsleAaJZowA28k6TZOSmeaALRYNNFSXNENzi1jYCobYYCUbvUQOpNUwMtphZ5uOkvpbuvW+/BFrANO5VYg+1SAnek3G/jWPytsNxrhuWug1PX0cipbSA7ulqqAlQBxUAaULXN9RwdLZUD/RKKgC6hGKjtFkdHSxdAEVcp1aA0Wsdta7cr0dUS5UE8gp6ZHoRiQxieHeZ0T/nRFe1CIDqAvtE+uIfccA444XA7LgFKIUM6WaISCM+HGYCA5BAMpX+8XwFyBTvQ6m1FY3tjGYiOMFSCjdDhwamgEnrtm/ApQJ6wh4HcvW7Fks4gcgk2QocPPh7kEJCts54jDzcBkaXOQS9banI26Tk7cgllgNWHyzDq96xOqxLpHqozwpIEZPPYSgf/BhBvmkN3oEs7BHBdoIv1V1uq/OYbllBgKoHUK60FZJClciA1RPk6q+DMsKQFUfmLteC0nlU/c+OqBlGtKsGv8+xfWT8BQupXQ0dwZFAAAAAASUVORK5CYII=,https://oldschool.runescape.wiki/w/Green_elegant_skirt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legs,,
Armadyl chestplate,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAD30lEQVR4Xu2Xa0tUURSG3b/DL/6EvkoIhoSEIUmSiCSZeCFNUvNuw6RmpolCNppiTmoO3jKtcbwN4+QNHZm8RFJEf2XFuw7rzPGk05kzQl9csHBue+9nr/dd+2wTEi7DViiK5H8NDaKysp7KyqqosPBBnFDGjcU8jyKXa4R6egaoo6OXHI7nVFFRyxNdSUqKdbIEjGtqauVN5ecXUXZ2bqxwiiYm5sntnmIwQDU0OKm0tMLqBKZQXGVkcXE5FRSUUFbWHUpJuUaJidjgP+dUNDu7RJOTn2l42EO9vYPU0tJF1dWNNqqkyY4sL3/Mm5JK5ebe488szqkYaPz9Rxp4M0ZdL19T85NnunQWdpUgv6urc/BmMFaqhJTvAWMBCKEYCNL19Q1TZ+cramvrZrCamuYoYNrn+B28A7nxe6mSGcQijIQ2eHR0hoaGJqi//x1LaISLgGmJJjDCoEIAkk3YBJFQNDPjY5MDCp4aHBxnswOsu9vFpgccfOZ0vjgXCBUSIPMqMYSihYU13U+QD1DwFWQEFPyVk3M3Kox4KA4g8YYiny/IVfJ4Fmhs7ANDiXyAysu7zx0DqGgwMHQE6CzvnRuKPSKeWFvb4ipNTXl16UZGJlk6aWHPUAkD4dAzwxhbXuZMTr4aC5RiGeCN9vYeCgb3aHFxXT+bIB2g5EyZn6ig2dFyGh8sZigcekYYY7vjUMSBKEAW5dOAUCUAwRtSJZEOO8Yiy7PV5J2qZKhpdxmN9hcxVEbGrb9gUlOvcwImRiCEJpsAwRuo0tzcir7Qhq+BAgt1tDpXQ77pKpobe0iTb0vJ7SrkKqWn39SlEhgBEpiYgSCbAMkBJ1LsrjbT1lIjBb315J+v5UoBCn4CVGbmbUpLu3EKxgxkXjVKRHyEVkbnoNu83oBu2P2A8xQUKvXJ84j9JJ2HRKUuAAihVQlAfv82ra5u0vLyBv+V1g4HnRTyO2hnpYnlg6dQIXQeEpJjPDYhQDbkktCANjZCtL6+y1AwdyCwwxJiocPNFh0KlYJ06Dx0Ew5NAUJF4Se56NmAkVC0sxPWoZA4Bja39tlbeFwcb7XSwZenLB98hI7CwgIkD2MAQcK4gfb2DnUo5PZ2mN8DBs8wJKDgI0iGrsKjxQxkPKnjAjo6OtGhkLu7BxQKHdH+/jFXCX4y33kAhCuwAOE7OanjgEEo+vHzNy8OKCReh8PfeHKkQBnvSGcBXUB1JBR9Pfiug+D16ckjdyHjZwIEWHvX33ND0cnJLwY5PDw5c6fy/vSCiv0FILmyXhAQQvPSWTDRQ/sXKPZxlsLupHbHWQi7k9oddxnR4g9eI8kkKLg3hwAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Armadyl_chestplate,-7,-7,-7,-15,33,56,48,61,70,57,0,0,0,1,body,,
Topaz dragon bolts (e),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAA+0lEQVR4Xu2WsQrCMBRF+37CxaWf4CZFBEGklJZSqCgdFEdXV90sCApOIjo4iIKiFAQXF//tSgxYdHJq79ADIQQyHN7NS2IYBZkj0IMCwbEcYlVyGaQET3OAWzl6S6l1xTTzlBLcQw9Hr/WRyVFI8Oj4OPk2g4xCcA0cbO0GQ1QKwbpVwbxh8Qht2gHGTYoKCS79CEvf4Tk/+6iN2Em763dHxui4aKpz7nW/4vrdkTE6rlG9xiO0Dn2uuEhaXSHYddNHlEKIqtWT5IChVWUQ0jLq7omnk7yFtIwaC895zzkLKfSfeebaLEKGoQV0tSiEUmhaPoVKpqCg4A9emPO3ZyaiwQkAAAAASUVORK5CYII=,https://oldschool.runescape.wiki/w/Topaz_dragon_bolts_(e),0,0,0,0,0,0,0,0,0,0,0,122,0,0,ammo,,
Adamant platebody (h5),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAEOklEQVR4Xu2W70tTYRTHd/+J3uzNwBeCIIxghIgwEZExGbtsbGzDoRtzMpdkZv5MLDMzMy3TZCaaM03TsMgXEUH0j538nsu599kPp5vpqx447PLcPef5POd8z3muzfZ/1Dw0Km/nvTtvXt7VPAwnnrCHWvU2avY0k8vtokZXI9XX1fE7d6ebmtqbrHlnPc/fcbnI2ew05xwNDrI77FeBMkC8MW8J0G2nkxx2O2UfDFAsES8A8gX8vHlnR4c5D7ArQmkUSAVIT+jki/sYqj3YztFobmpiIED2389SuCtCke4YxVM91JNO8LMeClAqHqd2t9s8hEAByIK6FJhG4f4IhdIhE6ogSmdAjQ0NNDY9QX0DGYaC4RlAAgU/IV03DnEGhWgVQ10iWhqDiJVE6ezErS0t7GRkaowmZh7x7/DkCA2ND3MKe7NpSmZSnMp0Tw/5vd4S/UnqBMjpcJwHZURHjZDAIEKetjYW69PFObYnC7M0PT9DU3OPaXJ2muEGHg5ytAAFf13hsJk6VVOqnioCRe9GqeteF/8CDA4jwSAFfD4WKv6ztP6aFteWaWH1Fb1YeUnPlxfo2dI8gyGVEi1AIUrwgUjhQIADlKTuQiDAxIe6WZSJWIwNDqEHOEPkAKGCSMSKgZA++AQU/MjBAIbCuBRQtreXMskkO1GhkAqJ4HJuxYwQTAVDCqEt6ApQsunG3hav645GGAzRRuuAXShssa2DHXqzscob4dR82sk07Rx9pM39bQqE/pAe/E3+wE/y6z94IzEAQlfSKAEEX5hHFNV9EKEKUbLZjJcabypAEKwAbR/meYPePTsD6cFf1P3ebsIgvVijbiwRUn0JSEUYaxhAcIJqQuWUA4Iltu0mEGBgWCMbS7RRDJhHOgWoeNcKwzgVtAJNiGNJmQAl8xaQwEC4ELikGbb39ZDW8xusMZmvGkhKHVWhAuW/7DMQBCptgYXqPyWv74Q8ncesn8HRIWVjjYsF/0O1VgmkcUPE/YVmhu6qAu2efOJ0CpBARVdumQYgrFWB0DLgE32oZiBp+apjhB+aAJAKFc/ZTSBJsyVa48JGx4dP65CXGsZpBAoXpAq0/+0z6wgVCNFL50Y/gmilQRZGwehhuBsl8lVEybjTsBgnKj7pwfcjevchR2tb6/R2c42B0LnVbq2WtvjEDSAHxYVbExCs2PHh6THldjcZClFCdNDw1C5dWtoaJUeTfDVJ6qoCkssVJyp23Ded4QrEhSlVKJ8m+F7CFwHuquJ1qfEUR0lSVwUQRqXWrplNUAUTOAEs3dDyWd7vBUMWlC4yujjShmYnWhKBy2dJKVChz+J3NQ6Nrw4AoTkCCFoCEPSkfiuVA7qGYQChDwFIxI0oSRsAEOzGgNCDAFQpbbAbBaqUNkDBbhyoXNoApYIZFXXtwypdNW0Cpb7/h9VUeVgbFfYWFeKqMH8Bmxg8X36vYwEAAAAASUVORK5CYII=,https://oldschool.runescape.wiki/w/Adamant_platebody_(h5),0,0,0,-30,-15,65,63,55,-6,63,0,0,0,0,body,,
Zombie monkey,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAC0ElEQVR4Xu2U72tSYRTHff6J3vhm74Ig2LsYEWyEjHBIoky2cDhlOmYOl+UsS2zL/cgk10pGW7U1okbEiIgiCore9U992/e5nev17lo3N4PALxyE68M5n3PO93k8np566qmnTqRg/2KI363RkdwkaC00FL3gcF4hXY4ilgshlBjG+eCAw5k/SqH4MI0rK3Eki2NtEiicGTmLgeAgBsd8+pdAw4mA7bwy84xnArgY8+n/+/v6HHI6SmH1xTwWnsxhvp5CZnECU4XIoSK+mF8D8JdA58JDJtDITMic2vUHM2YeTolQoyl/myYdpXD/dRFLO1dR2phFrprQI29CGTAs7E8FdSF2z2JWoGA2gnA+ivJmFrcal/WUmIdn4/mwBnMBpfD4YwVr+yVUXxZw51lOry5bmTSTsWAgM6q/EUa+E5iF7GBsjFCcEpuTXAwXq1PY+ryMxvsF1N/cxPJu3kzGDkO5cUQKE7oIYfkfp8gJcDXXakl9jnCyQjYm02ZzskKGK6Dn32vY/LSE9bdl1PZu6GQsyGKTlWk8encbGx8Wse/tx573NHYPgkW3vaew9St4drp0Sa9Fps3mpBEGPeoK6NWPNex8u2euTgzO7uIraSRrs0jV5w4BEaRx4iTWD4LeErNz2szDiTPoTwkXQFTr2yLB6SSqGQ0jK5V1cHUE5ho4HXqF/qGPWp+C1iCMCyCPRw4ahxWi5SkNw+lwZexO/GX3D00rhieIQFkBWvP/tZReFYEEhmvkZLhKMav1Fsnto494A+W9MiZzZBlADHqBQGJSuWlOUxIohsAcYSpWNYHoHd4++oc3UCb1OzCGeOgYYERKr4zXnbevHRhXaDU4V8g4xumIlDY03ycJwtFTcqWtYNZpuXwAO5Hxiks8/bLqCCb+shq+S0BU8w3Z/npXP6ACRiiZlPVcF9bVKuv71C7sb03XYOyyF/3nAD319D/pJwTBYMPggZxMAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Zombie_monkey_(item),0,0,0,0,0,0,0,0,0,0,0,0,0,0,cape,,
Crystal bow 5/10,True,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAABgUlEQVR4Xu2WbUvCUBiGPf/En9CPkCAocEijKCzGDFnLtaZzc2TT5UszkUTMWB+qTwVBEUjQn7vLLRUOfSionUN4wQPj8IxzcZ+XLZFY8D8goEcYQiDnFHAiRbCzmwtllpLJsOiOGCFYE7P8yGhaCQWzNhOiO2KGoOr5yGQ2+RGyqg10Lwa8CE0gGA4voSg6Pyes17tAvXXOV0puw0e15vGT0mRzl45P+UrJcDwYZZtKiWliBHu6g+2s/ClFIArC7JnujgmC9XQaeUnCynIKnbMedL0M142Wk+6OiWkiBKpqQMrlsSWKbPdXNDFBsViBrNlQDw22QnOipDTLhWk7LJdtzjStitvCSZ2bu2oCgdfuou1Ht/q8mEIQBAFGoyvIsgJBiDY7Y7Hog1xrdj6uBCsUS61mWIsR9PsD2G4ThbIbnsYNaZ8S+6r+FIJW28f49Q1PL2M8PD7j5vYewfUdSqaDI8OCpps4KBShqDryihaP1E8qlv/26STfLfr9BQt+g3edJxH78QoUzwAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Crystal_bow_(historical)#5/10,0,0,0,0,80,0,0,0,0,0,0,60,0,0,2h,5,bow
Treasonous ring (i),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAADF0lEQVR4Xu2W4WtSYRTGff8DP+2LXy74QRAEEUREBIeMMSZDURx3YjiFOWQbG2tRrUKKtdgoiqiIvoyioqg+11936jl35973vurNoTeCOvDAVa++v/c5zz2vkcjfWYqmV+ilqLPUcdVebPlkl2yf/hCgoovMBfWWeywdcBJko9igWr4WLpSA6XBBkADzoEIAS1uWD0oH669usUxIgMGtlexyeGCmWzqcgOmAAANUJVehcrocDpS4NS0YoKSFnlsh1Lg26jLdkhbCrdCgnBrvlumUtNAf+FBKnz0e2Ifs+4lQ4tacoRyAZ6mn9CB5n4aJIVVXq1RZrtBKeYWBfgflH6gzlaJuq0t2w2aYW4mbdCdx7EJBB/ED6lk9asYaI0DmeMD1DGAOTLPWdB0R1dfq7mKAWyotUS6bG3FKYPRr+d4VoRS9Sb9mV+AAnhgEFAujTQK0u7bD13ivkC9QKpmiF+nn7qIAEWdwrwk2JZTinZ4nz2jX2uGd5xN5ni2LxZLr0KAyoMP6IWu/tu8CHdu3fa1CfrAhAcT39JZOAfXr9Lc7vHAxVaREPEFWzBuSpobtId1r3WU3kaVMNOMupp93gMKm8Fpc+xL7zAqAUjToDTg3cCO+EHcXxoAcJ/n8NPmQ21tdqPqA5F8BYHCs4LWcfT+s7y6Q81sj5bTrVfqlmx8dxrzbK8VtRMYy6Qw7qgPJGeedc34FuKToW+4rD7wnqcf8dAXQX5YzozAO4CpyJEC6kMNJTgdsWtGj7il9yn50H3nsegL9ZTntOopfp43YBhWiBb7fjq5TO9qmbrRL/ehW0KJcE95XdN47o5PNE+pv9n0D0bRZBGi4s231OT+Su3qkxqpEVlkCZK44RTkuIdzIEtoBBzAAkRMAABQtxcxBWzGHOrFrlLSSvgdBV5A7U5Sive09epd5ywMSUO31FgswmFECChhkB/NKYMyMzAiDcoAw5G40jjhPmE0CBHeklQKDMM/BiaBSE4H0/zsCI8MzJBgpp/8AEhjkSGAwV8SZkN3xyllgNKS65pSTq5UZUFPm/f/rn6mf//DOTFl5V20AAAAASUVORK5CYII=,https://oldschool.runescape.wiki/w/Treasonous_ring_(i)#Soul_Wars,8,0,0,0,0,8,0,0,0,0,0,0,0,0,ring,,
Adamant arrow(p++),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAAvklEQVR4Xu2WMQoCMRBFMzdIlTrgBWw8gCxW22gpdm5hI9ZuYSMewBuPZsewaxamsMgMOA8+gTDF42eKOPc/AFJUANg/Ah7PXoMU4P0Z8NJ73O5JaBmjpBRgd+2wPbRDVAidGo/rXTNEWIhkVgv32R2SEReaiojL5HYERTLzdsqJilg7HNYOh7XDYe1wWDscgLcYvoTKiYqMMulMSXflVCXmMhsvukPvj3ukZyplhIQSuQ0Vv0EiC6iQMQzjB16y4LRpzi4HfgAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Adamant_arrow#Poison++,0,0,0,0,0,0,0,0,0,0,0,31,0,0,ammo,,
Black defender,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAA00lEQVR4Xu2VWwqEMAxFdR3+dAmz/8051BCaJlHTR5wMeKA/crEnN6DL8p+sO5wQrHvatuPYpdwGKDJ2qZ4BmoBpbVIy90npJDsAvLQWk2uRbV7LT+BKjIvQhlxaomhi2nFbmU7dEpf5qRCVwuYeW1dBrow+o2LyTOduRVKW5/gbB9BbQRlc0ZkYzw0ip6YXaJegGM/yXAdSpm7pjqkyGV2o5SJLxsi4zGSk0CsDhJLJuH5DWgklkylCoWSoEE89SNB2XhmJy1+5l1AySCgZIJRMBL5yjE1skbSNnAAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Black_defender#Normal,9,8,7,-3,-2,9,8,7,-3,-2,2,0,0,0,shield,,
Iban's staff,True,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAABp0lEQVR4XuWWsWoCQRCGb99gq2uu8QUCQQghiBAIIkER5US5hAuYxsbGwsJCsEhhkUIQUoQUgYBtyjzeZGfGcc/FMrd7kB8GFE73Y/5/di6K/p8U2AouBav7GDZ9LgsVBE4RxHYoILZ2nSKcF5nOpDG85qcwm1YMn4OEPl/WalTuL0uQgllbw3oUw7Sh6fD5jYatse47Y5hT+0qVgvQqgnmHQQTmvZfAV8owUh46pCCra8ibGpZ9BsL87IcJdeYnx8MV7CfWMvcf/lgMgECYn3U3hreMbRKYol0lAxmYJz5oPtCwGGqC+3hMqCMyabuRhSkd6Ll9CLABmvWMdXca0kZE31/G8RHYC0z3OqLDW3UGQCCp5dgATbzBiA4TZWDEskXXTppnGJS1Ssq1yDsMVrEjAbqCYhjMiduNYDCrB++BPSdFOQkwPeekYGp21fqwyYPD4AVYGZsQxg2w+5QnKVoFeOFVAia7tfdMQBi+3CoD07yIyCba1oXxdp/0IN7eGOAKXHyKXiMEJvBEcV4EJvBEncJUIsQyTbijAsOIgr7HnJeAhIT5BboPfav4B4i+AAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Iban's_staff#Regular,10,-1,40,10,0,2,3,1,10,0,50,0,0,0,weapon,5,staff
Ring of life,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACQ0lEQVR4Xu2VT2tTQRTFM9/AVTbZDLzFgweCGz+Ea/cFF+5cCC4sQrGgiEJB0fqvtEYJVIKKUoqaYgil6qMUqqFqpQVpChKMFBFxIV0cOXeY98bJ0syLQg4cQpLhzS/33HtTKo000j8nBeOhyQIYz01Pi4cEprDZbmdeaTTEZ8fHMxcM1Q9Ur1bFLtAhrYuCUuh1u5k/dzoZkIUqCCjvmdrtW9jr9cTraSq+f2cuc0CgHGL5kc6cLkRYvKdxfGwsA3KhAgEpvHyi+0yYtacR3i5FaD3QeDhTwY0LZbxuNjMHAFJ4UTeX3b1cwbVzZcxfr+BZTWP9uYF534qwtRJjdTFC/WYFaauVOQgQL69dNTAWqDGvBWRzOcL2qxif0hi7a7F87sZLmAECKanC41kTxcUzORD7xwX50o7x7UMiVeLZADCUkj5hDIQ5ceyAADE+XuyC/NxOsN85KBXj+QBRUUpiYYUmTuZAbiS+u29i6bnzp+25gUrh64aJgQ1NIDcK3/yO0zdz6c+z/lP/Qgr7u4exs2p+9dSEWx1fSlYAq3llsoyjR0ohgCgl/cHoOEGcttkp0yO+7S6aPFVGEgcEYrPuvUtkqhgfNzMrwcv5yvdcDQtVLbB+tP4TByCFH1uJ9BMni5PEXmFF+MoVwOpxHQSOy0rh106C7x8TGXNCcTNvNCOpGMFYHTYzpzFwdaxMLzE6C8S/De4p21t2VwWujivTvJw6xsYtzrjYS25zF1CdXHbf+O7fSQXLBxgKxEgj/Q/6DTCyi/RNz2UNAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Ring_of_life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ring,,
